time_s,time_h,Locker_Showers_mdot_kg_s,Locker_Showers_temp_C,Breakroom_Sink_mdot_kg_s,Breakroom_Sink_temp_C,Process_Wash_mdot_kg_s,Process_Wash_temp_C
12560.0,3.4889,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
12600.0,3.5000,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
12640.0,3.5111,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
12680.0,3.5222,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
12720.0,3.5333,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
12760.0,3.5444,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
12800.0,3.5556,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
12840.0,3.5667,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
12880.0,3.5778,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
12920.0,3.5889,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
12960.0,3.6000,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
13000.0,3.6111,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
13040.0,3.6222,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
13080.0,3.6333,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
13120.0,3.6444,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
13160.0,3.6556,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
13200.0,3.6667,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
13240.0,3.6778,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
13280.0,3.6889,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
13320.0,3.7000,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
13360.0,3.7111,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
13400.0,3.7222,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
13440.0,3.7333,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
13480.0,3.7444,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
13520.0,3.7556,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
13560.0,3.7667,0.0000,25.0000,0.0000,25.0000,0.0000,25.0000
